,CONSUMO_CATIVO_RO,CONSUMO_CATIVO_AC,CONSUMO_CATIVO_AM,CONSUMO_CATIVO_RR,CONSUMO_CATIVO_PA,CONSUMO_CATIVO_AP,CONSUMO_CATIVO_TO,CONSUMO_CATIVO_MA,CONSUMO_CATIVO_PI,CONSUMO_CATIVO_CE,CONSUMO_CATIVO_RN,CONSUMO_CATIVO_PB,CONSUMO_CATIVO_PE,CONSUMO_CATIVO_AL,CONSUMO_CATIVO_SE,CONSUMO_CATIVO_BA,CONSUMO_CATIVO_MG,CONSUMO_CATIVO_ES,CONSUMO_CATIVO_RJ,CONSUMO_CATIVO_SP,CONSUMO_CATIVO_PR,CONSUMO_CATIVO_SC,CONSUMO_CATIVO_RS,CONSUMO_CATIVO_MS,CONSUMO_CATIVO_MT,CONSUMO_CATIVO_GO,CONSUMO_CATIVO_DF,CONSUMO_CATIVO_Residencial,CONSUMO_CATIVO_Industrial,CONSUMO_CATIVO_Comercial,CONSUMO_CATIVO_Outros,CONSUMIDORES_CATIVO_RO,CONSUMIDORES_CATIVO_AC,CONSUMIDORES_CATIVO_AM,CONSUMIDORES_CATIVO_RR,CONSUMIDORES_CATIVO_PA,CONSUMIDORES_CATIVO_AP,CONSUMIDORES_CATIVO_TO,CONSUMIDORES_CATIVO_MA,CONSUMIDORES_CATIVO_PI,CONSUMIDORES_CATIVO_CE,CONSUMIDORES_CATIVO_RN,CONSUMIDORES_CATIVO_PB,CONSUMIDORES_CATIVO_PE,CONSUMIDORES_CATIVO_AL,CONSUMIDORES_CATIVO_SE,CONSUMIDORES_CATIVO_BA,CONSUMIDORES_CATIVO_MG,CONSUMIDORES_CATIVO_ES,CONSUMIDORES_CATIVO_RJ,CONSUMIDORES_CATIVO_SP,CONSUMIDORES_CATIVO_PR,CONSUMIDORES_CATIVO_SC,CONSUMIDORES_CATIVO_RS,CONSUMIDORES_CATIVO_MS,CONSUMIDORES_CATIVO_MT,CONSUMIDORES_CATIVO_GO,CONSUMIDORES_CATIVO_DF,CONSUMIDORES_CATIVO_Residencial,CONSUMIDORES_CATIVO_Industrial,CONSUMIDORES_CATIVO_Comercial,CONSUMIDORES_CATIVO_Outros,CONSUMO_LIVRE_RO,CONSUMO_LIVRE_AC,CONSUMO_LIVRE_AM,CONSUMO_LIVRE_RR,CONSUMO_LIVRE_PA,CONSUMO_LIVRE_AP,CONSUMO_LIVRE_TO,CONSUMO_LIVRE_MA,CONSUMO_LIVRE_PI,CONSUMO_LIVRE_CE,CONSUMO_LIVRE_RN,CONSUMO_LIVRE_PB,CONSUMO_LIVRE_PE,CONSUMO_LIVRE_AL,CONSUMO_LIVRE_SE,CONSUMO_LIVRE_BA,CONSUMO_LIVRE_MG,CONSUMO_LIVRE_ES,CONSUMO_LIVRE_RJ,CONSUMO_LIVRE_SP,CONSUMO_LIVRE_PR,CONSUMO_LIVRE_SC,CONSUMO_LIVRE_RS,CONSUMO_LIVRE_MS,CONSUMO_LIVRE_MT,CONSUMO_LIVRE_GO,CONSUMO_LIVRE_DF,CONSUMO_LIVRE_Residencial,CONSUMO_LIVRE_Industrial,CONSUMO_LIVRE_Comercial,CONSUMO_LIVRE_Outros,CONSUMIDORES_LIVRE_RO,CONSUMIDORES_LIVRE_AC,CONSUMIDORES_LIVRE_AM,CONSUMIDORES_LIVRE_RR,CONSUMIDORES_LIVRE_PA,CONSUMIDORES_LIVRE_AP,CONSUMIDORES_LIVRE_TO,CONSUMIDORES_LIVRE_MA,CONSUMIDORES_LIVRE_PI,CONSUMIDORES_LIVRE_CE,CONSUMIDORES_LIVRE_RN,CONSUMIDORES_LIVRE_PB,CONSUMIDORES_LIVRE_PE,CONSUMIDORES_LIVRE_AL,CONSUMIDORES_LIVRE_SE,CONSUMIDORES_LIVRE_BA,CONSUMIDORES_LIVRE_MG,CONSUMIDORES_LIVRE_ES,CONSUMIDORES_LIVRE_RJ,CONSUMIDORES_LIVRE_SP,CONSUMIDORES_LIVRE_PR,CONSUMIDORES_LIVRE_SC,CONSUMIDORES_LIVRE_RS,CONSUMIDORES_LIVRE_MS,CONSUMIDORES_LIVRE_MT,CONSUMIDORES_LIVRE_GO,CONSUMIDORES_LIVRE_DF,CONSUMIDORES_LIVRE_Residencial,CONSUMIDORES_LIVRE_Industrial,CONSUMIDORES_LIVRE_Comercial,CONSUMIDORES_LIVRE_Outros
2023-03-01,285261.896,92537.531,376099,106504.535,683545.942,86150.412,180807.363,539587.878,298554.607,768066.071,372348,384486.418,913854,321104.786,235910.689,1443854.415,2561895.393,687884.235,2416024.615,7016871.909,1785115.807,1649523.274,1974909.149,381160.268,635916.019,963283.04,464474.77,14366042.268,1630273.59,5789943.773,5839472.391,695467,287603,996901,200675,2957935,203134,654560,2691546,1449259,4177445,1561327,1783280,3962323,1330881,993050,6536727,9755282,1831099,7823291,20509050,5189794,3392646,5036978,1192194,1605044,3346130,1144152,79692714.0,446302.0,6108704.0,5060053.0,26087.307,5216.164,194147,0,1247594.034,1272.06,42549.454,523916.26,31042.098,267369.359,134089,116585.691,418415.569,154699.313,117071.996,873582.654,3057967.018,370072.898,1147753.775,4824918.926,1375609.212,1129995.372,1038417.349,169543.378,214343.531,517408.306,96949,215.522,14346819.673,2815183.146,934398.383,78,41,350,0,663,14,143,321,185,760,338,211,926,165,213,1062,2927,825,5679,10499,2834,1953,2999,468,541,747,326,2,12359,21308,1599
2023-04-01,268040.452,88396.254,381162,101257.926,659285.142,88914.364,182940.468,529040.096,297338.816,812110.444,354697,387901.088,884570,307055.091,230985.402,1386601.319,2435777.596,634446.308,2196816.94,6964919.632,1848866.088,1590624.653,1870934.516,423587.947,609740.507,1026297.875,456516.77,13702492.044,1729113.004,5759383.145,5827836.501,694267,288029,1001042,201252,2933346,206235,655464,2692027,1456588,4286288,1562689,1785617,3966353,1329632,995290,6547120,9775307,1826249,7901809,20516045,5191987,3397186,5044880,1193218,1605798,3347587,1144655,79951029.0,446628.0,6107573.0,5040730.0,24777.321,5326.841,180900,0,1190783.069,1290.089,40668.575,526250,29506.648,278087.904,120580,113457.044,381733.709,167109.071,99573.339,902524.809,2890784.754,360132.334,1118069.591,5105255.556,1290013.158,997703.527,1047094.644,145447.677,210004.52,544049.891,94071,436.371,14105302.758,2780254.396,979201.546,79,43,355,0,671,14,144,323,187,765,349,213,943,167,214,1080,2950,837,5243,10663,2859,1998,3029,472,555,775,330,2,12505,21142,1609
2023-05-01,288959.603,92930.083,402261,100723.367,705518.307,100359.637,190675.425,595397.872,313322.972,810001.039,367296,403497.919,906880,306594.774,223732.074,1403700.238,2464191.774,553450.218,1937227.125,6323897.732,1647433.053,1372409.16,1535991.621,355351.265,615303.766,991127.026,420656.77,13078429.274,1548127.15,5209295.068,5593038.328,698694,288974,1004380,201680,2946174,210842,657331,2702373,1468296,4311510,1565418,1791224,3974885,1333879,997552,6559472,9802038,1829717,7882963,20414401,5195210,3407526,5050551,1195225,1610940,3353006,1145698,80020981.0,446357.0,6105130.0,5027491.0,27164.294,5987.33,198492,0,1233825.691,1421.54,45159.252,531896.302,33745.349,267501.395,125759,120353.792,403296.82,152832.2,99539.98,875620.441,2978881.399,380099.104,1091750.424,4854555.288,1340104.88,1045278.291,927465.976,143562.449,221585.59,531656.806,97488,386.968,14190262.103,2630809.586,913564.936,79,46,359,0,664,14,146,331,196,799,357,215,966,170,217,1118,2993,848,5565,10807,2903,2024,3095,478,568,784,341,2,12595,21818,1668
2023-06-01,288419.462,92084.162,410432,96568.085,745218.272,98092.937,194344.656,595111.371,319170.062,868735.855,353268,345315.302,834197,284601.625,208960.94,1322429.77,2385207.093,532600.246,1864785.979,6414733.148,1643521.357,1368934.717,1509358.968,327993.395,602791.557,1015031.327,448853.77,12838197.116,1623919.447,5055171.059,5653473.434,697108,289209,1008906,202389,2961318,211310,658369,2706114,1489671,4253505,1566971,1793476,3984411,1336879,999239,6570973,9820287,1833276,7838039,20688227,5202081,3411678,5060055,1196579,1619318,3353366,1146893,80295191.0,447415.0,6126810.0,5030231.0,26290.105,5504.19,185855,0,1195848.369,1674.362,43113.054,495736.317,33581.783,282874.051,126149,120971.464,388684.47,160014.345,97005.687,890970.605,2885228.171,378114.514,1066667.237,4953377.746,1236109.867,1008471.01,931588.748,130868.715,219235.492,527846.492,94208,457.555,14006954.656,2545558.293,933018.29,79,46,366,0,671,15,147,339,201,807,361,247,1002,176,219,1062,3032,881,5921,11084,2946,2052,3157,480,585,820,351,2,12819,22449,1777
2023-07-01,274461.427,92663.64,429129,91181.116,735269.601,100273.221,193523.614,604363.554,321801.306,796639.672,338757,322174.958,786453,263670.6,198852.773,1289175.028,2316227.114,508858.968,1774423.755,6277908.925,1631439.131,1288550.767,1560482.138,307363.463,576269.93,979196.916,418543.77,12583011.171,1585324.195,4798698.889,5510620.132,698293,288886,1012175,202652,2956092,211348,659500,2710848,1489285,4260372,1568010,1797274,3992095,1341652,1000221,6582497,9836457,1836342,7945649,20613900,5213675,3417120,5069388,1197772,1618913,3358542,1146953,80444586.0,447191.0,6119341.0,5014793.0,27435.954,6544.714,200541,0,1227468.392,2576.674,45352.546,520319.544,34526.468,265732.622,134845,127978.747,403199.99,136022.896,103351.033,815944.117,2964670.654,390931.716,1073472.414,4829451.411,1298106.79,1037642.257,901430.002,144932.675,228266.355,523247.134,92264,421.456,14115107.832,2499953.599,920772.218,80,48,374,0,680,29,156,347,204,824,362,256,1033,178,224,1160,3075,893,6188,11199,2996,2076,3214,487,617,850,353,2,12978,23052,1871
2023-08-01,303139.074,104117.909,465116,111981.268,780884.774,103167.926,203844.711,624852.575,342157.979,840627.256,350943,343401.547,784302,264990.088,202617.577,1315933.003,2442213.379,521713.106,1833711.748,6435362.304,1648024.971,1249145.502,1531971.659,348232.117,673387.809,1009587.949,434197.77,12998579.363,1603475.144,5019529.018,5648041.476,701733,290094,1016622,203575,2967796,212616,662370,2717148,1492137,4253716,1570843,1801288,3834533,1343899,1003391,6594907,9852394,1842073,7941896,20676642,5226131,3421898,5077869,1201683,1626778,3366168,1149025,80463287.0,447250.0,6129975.0,5008713.0,31094.246,6933.723,214693,0,1224443.001,4331.828,47975.392,526374.006,35565.761,281824.79,135871,129820.683,424823.533,133224.237,111642.302,888183.759,2996543.797,401818.248,1139360.235,4974237.811,1368571.196,1075266.265,927028.426,165188.306,256228.578,556288.903,103207,376.926,14519316.239,2659405.363,981441.498,83,48,376,0,718,35,164,357,216,841,371,262,1081,191,228,1179,3136,911,5628,11391,3030,2105,3298,503,646,865,364,2,13131,22951,1943
2023-09-01,318847.836,110296.611,470955,119527.662,794738.766,104693.858,214870.856,637652.238,382231.619,876649.811,358493,368728.015,838515,272940.924,210263.663,1412613.476,2421315.834,509871.903,1946109.633,6801373.555,1703312.288,1296053.401,1517459.647,378981.646,738821.26,1088832.979,466788.77,13684394.628,1631454.57,5242526.673,5802563.38,701241,290528,1020696,204326,2972664,213876,662479,2719280,1497154,4257575,1573276,1804960,4005080,1344550,1004085,6607742,9863286,1840958,7815851,20674474,5233511,3425672,5083079,1202307,1626858,3372135,1150484,80589828.0,447569.0,6129043.0,5001687.0,31077.632,6820.085,211515,0,1246129.002,4489.072,45301.662,508968.668,36440.763,307383.61,135054,125876.66,416761.107,168631.791,127036.92,872375.839,2875735.953,400962.894,1086182.027,5148635.152,1320249.35,1036918.949,946108.582,160209.93,249885.931,541311.773,105241,419.743,14341574.287,2769031.913,1004277.409,90,52,386,0,737,35,167,364,227,862,386,265,1117,209,234,1248,3188,927,5703,11636,3089,2141,3364,510,673,870,370,2,13316,23503,2029
2023-10-01,311204.926,108951.89,470938,121475.176,851501.744,107229.322,225948.377,671348.357,382687.802,868770.652,363597,378940.444,842570,290882.506,219618.381,1404901.102,2724895.111,595819.101,1927454.414,7048234.145,1818188.38,1423518.194,1475404.063,442451.696,746632.01,1196045.273,485274.77,14419593.398,1574112.104,5529205.012,5981572.322,701914,290839,1022573,205068,2996191,213898,664205,2725486,1499980,4341783,1575615,1807867,4012139,1348925,1007358,6619085,9882095,1846666,7857826,20695549,5243382,3435716,5090440,1205967,1630046,3380680,1151649,80866423.0,447940.0,6134006.0,5004573.0,31806.848,7650.821,209245,0,1228100.999,5059.786,49868.268,542377.013,38022.29,296947.334,141883,133141.169,438253.367,163017.634,125601.321,899630.254,3026221.197,427510.61,1182236.88,5202962.777,1346867.063,1052925.557,937086.985,160154.11,254693.109,557553.07,110752,372.881,14660045.28,2896393.074,1012757.227,93,53,394,0,750,41,181,384,231,892,395,269,1137,227,235,1287,3207,943,5793,11807,3135,2171,3426,513,680,932,375,2,13512,23932,2105
2023-11-01,322102.109,110327.049,461193,118945.458,829833.741,122062.045,216876.874,666447.716,378989.47,943907.191,382957,406931.109,899325,327261.937,236516.692,1503900.414,2700717.461,607891.552,2046068.528,7230952.776,1820410.125,1300881.827,1523511.503,431067.18,782655.618,1243866.305,500689.77,14941061.351,1567459.128,5615195.122,5992573.849,704271,290842,1023764,205308,2986849,216414,665335,2741598,1516121,4341874,1577944,1811732,4020329,1358664,1008189,6631232,9889545,1848876,7770442,20709952,5249282,3437619,5098685,1207909,1634490,3385104,1152072,80896211.0,448139.0,6143836.0,4996256.0,32984.109,7525.534,192762,0,1161577.001,4862.771,47443.616,546095.241,37289.154,289690.624,133908,128890.245,439126.09,160683.779,123426.689,872944.828,2993075.026,439611.425,1157993.887,5312962.772,1339596.75,1075183.733,976135.761,158196.968,245813.553,567128.992,104137,396.301,14481034.119,3023914.337,1043700.791,104,54,400,0,758,42,190,385,233,906,411,271,1160,239,245,1308,3241,965,5931,11962,3168,2191,3475,526,708,954,379,2,13657,24388,2159
2023-12-01,313413.995,105382.432,412273,110922.229,802687.77,112628.025,209195.07,659383.433,359725.085,889209.524,383401,403492.378,905222,328261.205,240020.847,1539831.334,2639413.602,685495.372,2167925.707,7570581.513,1896258.118,1488457.297,1731622.163,435245.094,746507.243,1241081.981,501818.77,15318599.363,1550822.2,5863114.679,6146919.945,703926,291707,1023978,205941,2989064,217415,666345,2738306,1502232,4404353,1581246,1814477,4030926,1351139,1013395,6645751,9902110,1850542,7841286,20816310,5256629,3442416,5109479,1209560,1638774,3394208,1158502,81242648.0,449108.0,6158142.0,4950119.0,33771.737,7625.532,186298,0,1211398.001,5098.292,43884.534,579708.065,39365.901,278673.391,134652,124503.703,442988.779,171365.694,113595.242,891006.803,2995462.53,441003.901,1122369.301,5218769.698,1311517.84,1015854.706,931335.118,155072.531,233555.739,550176.934,104137,348.878,14117787.601,3155882.45,1069172.043,110,56,411,0,770,43,192,408,240,937,413,277,1199,244,249,1337,3272,972,5963,12097,3204,2214,3508,533,738,999,379,2,13789,24728,2246
2024-01-01,287766.605,102131.469,406321,118701.353,750456.274,103542.432,189787.831,613854.638,338057.772,906246.046,390225,415400.458,876868,338217.73,243340.17,1498974.634,2584465.438,656801.201,2233022.325,7212524.445,1986114.69,1665265.809,1830815.684,440138.696,658181.132,1112372.224,447738.584,15445413.589,1365270.674,5713935.773,5882711.604,706612,292567,1025340,206632,3075008,219190,668005,2738933,1510165,4311349,1583624,1822050,4031620,1360295,1013014,6655403,9919217,1856553,7473237,20612780,5566909,3459603,5112241,1215920,1640395,3396493,1157702,81097470.0,448350.0,6125268.0,4959769.0,39270.869,7682.285,211381,0,1201262.087,6065.858,43369.634,594126.947,39272.793,259850.837,141983,131209.955,445878.716,172758.522,118717.868,900067.106,2961425.081,415526.633,1238010.831,5176729.238,1376632.516,1092554.601,942048.087,161005.313,236812.226,543123.314,102920.887,1026.47,14180965.403,3269137.315,1108557.016,118,65,420,0,843,53,200,497,265,945,437,291,1242,298,251,1337,3397,977,6011,12282,3404,2254,3685,556,786,990,385,5,14122,25428,2434
2024-02-01,270903.985,96526.796,418507,114949.122,726399.361,101708.65,183932.58,585234.914,320307.81,908071.525,376851,409063.773,874569,326559.623,241259.4,1347593.81,2420385.158,593124.858,2259515.661,7084709.989,1963828.948,1734540.622,1972449.821,428090.972,636649.184,1047919.22,463246.583,15206548.035,1447782.053,5671684.124,5580885.153,705426,292714,1026633,206903,2991524,221555,667983,2745235,1511887,4267519,1585847,1823689,4043212,1359842,1015438,6665381,9924711,1861689,7739100,20839164,5559983,3455708,5115629,1214066,1646243,3402939,1158450,81587486.0,442735.0,6145116.0,4873133.0,39204.863,7586.047,203743,0,1102596.999,6005.324,41292.678,553225.27,33811.642,281514.682,137545,125165.195,438118.501,157539.678,104635.568,922675.69,2839620.229,405713.401,1175043.317,5342035.243,1356650.408,1140828.936,986108.167,173043.99,240542.988,544183.769,101284.4,1150.6,14115032.641,3255156.593,1088375.151,125,67,427,0,895,54,206,534,269,990,448,296,1294,304,259,1516,3499,1105,6523,12999,3489,2323,3845,571,822,1045,389,9,14904,26806,2575
2024-03-01,283479.58,95781.329,418823,118946.214,732522.726,100320.654,202177.511,573211.157,318722.533,822312.53,369152,406444.774,891340,339397.186,251050.752,1378745.068,2561160.152,689481.959,2277932.487,7403291.632,2028734.6,1664667.423,2004171.711,453538.114,679686.691,1080380.879,455882.108,15611180.326,1438635.464,5789150.237,5762388.743,706363,292636,1026689,207124,3001377,223981,669193,2743933,1511973,4261228,1587802,1826840,4041187,1361760,1017623,6675291,9934383,1862218,7729439,20852500,5577027,3468539,5123304,1213035,1644650,3410137,1159222,81692373.0,447589.0,6135279.0,4854213.0,42987.146,8304.13,220949,0,1187732,6716.199,51087.157,563176.477,39155.828,272578.842,145653,136813.367,475363.561,199951.57,122153.95,928776.263,3104382.813,431899.694,1295142.808,5365009.626,1432204.004,1170996.418,1053207.201,177565.046,258876.604,562128.051,94821.919,726.669,14826380.446,3352866.553,1169112.344,129,68,433,0,949,55,210,559,277,1043,458,306,1338,317,271,1568,3604,1133,6775,13424,3553,2386,3946,584,857,1088,390,7,15332,27700,2682
2024-04-01,294269.364,106414.889,417829,127774.234,743315.477,105512.806,209899.503,600215.619,324163.99,845637.476,374649,426491.676,898593,327211.61,250407.917,1458523.463,2560450.811,635058.515,2134989.031,6921744.878,1967140.253,1685939.841,1772279.998,454456.039,662452.082,1092181.955,441691.567,14946723.612,1429211.604,5676764.021,5786594.757,706843,293851,1028636,207772,3100758,225049,671512,2756357,1522471,4263047,1590236,1831585,4053488,1366618,1019358,6686704,9966101,1866802,7656071,20844032,5568933,3478018,5130022,1215211,1645942,3418279,1159907,81790390.0,446288.0,6119787.0,4917138.0,44101.115,8420.284,220931,0,1148134.03,6805.112,50535.359,533445.829,39024.97,292591.22,141919,138297.062,473394.716,147512.793,111930.135,944832.223,3078393.259,460815.66,1312809.404,5637244.646,1435465.199,1173288.731,1042844.456,172377.642,257819.967,575120.197,106932.856,549.612,14941532.055,3386043.854,1226861.344,137,71,443,0,985,60,220,579,281,1121,467,316,1401,330,283,1641,3692,1169,7075,13946,3631,2450,4061,600,898,1107,397,6,15871,28714,2770
2024-05-01,303793.389,105323.572,427390,110801.204,758306.899,105522.241,219966.881,649153.707,344677.354,866564.673,360288,416043.416,860699,320698.012,240053.587,1356711.719,2544708.338,640714.782,2152460.212,7148650.715,1879120.927,1442208.893,1513460.991,427504.872,663927.468,1127966.949,455324.768,14841833.48,1367602.593,5564583.426,5668023.07,709885,294901,1031170,208288,3003633,225846,672442,2758036,1517612,4376835,1592361,1836237,4057743,1370466,1020766,6700551,9981647,1870211,7770636,20921775,5555725,3453763,4757930,1216432,1652155,3428241,1160648,81784101.0,442181.0,6084205.0,4835448.0,45760.212,8119.582,226384,0,1263973.028,7583.608,55018.077,566665.161,41630.774,315239.263,147143,137441.457,497245.739,139663.171,114490.629,957009.101,3107868.854,461568.635,1287485.296,5627532.96,1453433.382,1142370.69,952310.396,175087.218,263803.072,562143.909,104019.787,591.037,15158127.515,3286187.62,1216084.829,145,72,453,0,1028,61,229,603,284,1129,479,324,1448,341,304,1715,3812,1200,7360,14689,3726,2540,4249,628,939,1180,420,8,16651,29731,2968
2024-06-01,279802.042,92841.841,420331,93737.994,786416.87,107847.331,212726.239,660293.344,352338.902,841474.268,357860,384437.999,832147,282047.805,219065.189,1395547.682,2572158.45,563873.391,1935683.04,6615631.334,1735499.584,1510987.733,1496969.353,355970.671,582674.901,1112672.45,450567.262,13969224.083,1355922.406,5174482.05,5751975.136,709640,296295,1033515,208786,3112781,228817,673458,2767005,1526694,4267570,1594740,1838927,4066391,1371754,1023922,6711060,10010034,1870540,7729320,20960063,5521881,3426374,4830715,1219008,1653205,3430494,1161981,81843721.0,441643.0,6074414.0,4885192.0,45487.407,8375.876,216059,0,1253639.991,7475.313,51894.471,579292.837,40885.15,318658.196,137546,134741.325,473527.346,145224.436,109672.286,954984.069,3032232.234,451164.863,1238371.113,5569033.566,1430274.416,1103674.92,935847.373,182629.712,261660.074,585166.979,108868.651,607.482,14964501.644,3179531.304,1231747.174,155,76,460,0,1029,62,235,623,290,1157,486,387,1514,356,328,1796,3929,1214,7813,15305,3903,2635,4409,648,960,1221,440,10,17227,31053,3141
2024-07-01,289438.528,95126.083,449173,102722.415,785973.958,108912.32,203900.922,634508.206,335419.737,828126.462,330758,371476.2,741385,266447.853,205340.579,1341922.499,2480419.626,601191.364,1795228.698,6171637.329,1701678.016,1342561.281,1499406.732,339398.622,605503.266,1079753.759,404404.969,13430604.327,1273033.83,4850604.933,5557572.334,712974,297629,1034911,209295,3112784,230353,675777,2829223,1535578,4312171,1596078,1844045,4073645,1406708,1025964,6723827,10022754,1877932,7732184,20961503,5529846,3448198,4868238,1225469,1661711,3443407,1162984,82173641.0,443583.0,6071079.0,4866885.0,46849.883,7990.477,237483,0,1321902.009,7973.745,56220.304,605168.912,41158.832,303583.662,149617,138620.37,489244.262,171226.8,121433.867,933150.834,3214131.44,478164.184,1249121.56,5444820.337,1468856.266,1156609.587,990311.32,211931.872,277037.936,573035.25,104695.229,685.041,15504002.606,3029871.648,1265779.643,163,76,473,0,1065,66,244,656,299,1198,500,396,1555,373,341,2290,4069,1245,7889,15979,4084,2742,4608,679,1010,1262,471,10,17897,31954,3872
2024-08-01,292275.874,98846.962,474187,110772.728,835436.911,116177.57,203263.984,642930.14,344630.47,858289.014,334486,371754.506,778399,274788.462,207114.845,1269514.202,2460528.283,574023.602,1736193.779,6355219.291,1686922.225,1462967.552,1713153.408,347565.031,639032.265,1062398.011,419231.179,13744072.006,1321727.287,4928516.829,5675786.172,716802,298123,1035693,209728,3016832,231870,677202,2781707,1534446,4302111,1599017,1846137,4082771,1380663,1027442,6733619,10038954,1877209,7717726,21016820,5539412,3456388,5319384,1227571,1665436,3451750,1164005,82544750.0,445074.0,6152837.0,4806157.0,49086.24,10423.739,248917,0,1311246.806,8892.961,59183.473,631856.194,42656.646,322478.489,152698,139507.441,486893.23,185529.789,127507.513,1002591.065,3267115.374,467683.915,1295875.154,5659897.316,1527011.302,1171477.117,1067545.883,213094.372,297392.413,603386.075,111012.374,529.325,15999773.882,3116296.142,1344360.532,175,84,497,0,1099,76,253,681,309,1257,513,414,1611,398,364,2365,4310,1279,8365,16645,4351,2828,4873,704,1063,1302,490,11,18735,33362,4198
2024-09-01,318057.742,100657.508,494835,121734.32,829795.803,122051.628,226365.957,679143.831,373832.819,855793.146,354222,373812.213,801113,284270.381,217266.919,1321027.977,2549863.856,625248.354,1796350.521,6545012.178,1723091.415,1285069.095,1518449.373,362080.954,696273.398,1143193.48,443349.232,14208155.246,1270397.307,5063567.098,5619842.449,717364,298675,1038448,210345,3100669,232883,678499,2779589,1534233,4303906,1602007,1848573,4092539,1382688,1029962,6744240,10052040,1879453,7699591,21051586,5572394,3384553,5146316,1229600,1671402,3456175,1169266,82541515.0,438957.0,6127684.0,4798840.0,48452.518,10512.792,236452,0,1298395.611,8765.16,57076.893,629572.618,43134.312,327629.307,153220,132382.105,474079.347,174020.381,119916.212,991178.092,3141393.276,478857.34,1296041.318,5742600.41,1480528.229,1159106.264,1069570.316,186745.447,289090.195,585367.893,109393.149,757.973,15639406.573,3217690.604,1385626.035,193,85,513,0,1130,76,262,709,342,1324,554,420,1691,403,380,2540,4489,1341,8669,17518,4568,2947,5101,752,1116,1355,515,13,19562,34833,4585
2024-10-01,333670.725,112993.236,490223,126974.337,841337.071,123898.93,249665.015,691762.851,384548.527,852376.258,341287,406979.169,763971,300450.663,226899.211,1304901.879,2740848.945,618476.571,1934616.306,7012147.205,1808558.981,1292565.472,1506979.493,422553.477,795640.958,1269277.232,451642.214,15078461.471,1245974.014,5378801.256,5702008.985,720727,300729,1037298,210982,3145528,234537,680527,2785642,1535989,4398076,1604315,1856092,4098933,1386161,1033140,6757149,10053821,1884632,7703799,21096529,5608149,3424515,5184982,1231479,1675049,3464231,1170928,82874116.0,438897.0,6123687.0,4847239.0,50576.071,11278.585,245318,0,1292346.665,9039.411,55878.73,663301.884,46063.267,328064.093,159481,143492.263,506181.789,151287.736,125938.249,979109.113,3217298.074,456985.734,1339304.359,5764776.697,1538169.463,1272206.926,1030121.697,179331.565,311217.25,598398.564,114899.285,794.207,15660518.1,3441537.603,1487216.56,216,97,529,0,1162,76,273,749,365,1426,581,440,1768,435,396,2636,4647,1366,9016,18259,4829,3067,5323,779,1196,1428,539,19,20333,36416,4830
2024-11-01,296829.414,102173.328,463736,129966.672,859331.706,122578.05,218230.532,699026.55,398367.998,915473.129,363389,402392.454,850166,319334.37,229186.682,1409957.956,2359136.404,537424.391,1876591.388,6607684.13,1846844.348,1372177.913,1622469.013,407922.164,723724.337,1135980.244,435068.352,14799743.177,1232455.295,5224497.799,5448466.254,717677,300728,1038084,211603,3027343,236586,681682,2787942,1537850,4419658,1606148,1857587,4105385,1386028,1034667,6767011,10079994,1884530,7739286,21091943,5619565,3338062,5167879,1231338,1676216,3465902,1171850,82904399.0,428502.0,6100520.0,4749123.0,49939.696,10710.084,234474,0,1284098.746,8844.524,50935.212,690559.159,46051.778,335499.594,158539,143584.972,501374.475,171009.055,116449.421,989395.085,3104382.653,459148.593,1293514.899,5979560.504,1532360.296,1230001.394,1067457.754,181701.326,284127.976,607887.134,131997.689,905.792,15632718.66,3568901.673,1461078.894,231,100,558,0,1197,79,296,764,381,1504,610,466,1846,449,419,2722,4834,1413,9225,19059,4834,3196,5541,804,1257,1493,561,25,21034,37720,5060
