,CONSUMO_CATIVO_RO,CONSUMO_CATIVO_AC,CONSUMO_CATIVO_AM,CONSUMO_CATIVO_RR,CONSUMO_CATIVO_PA,CONSUMO_CATIVO_AP,CONSUMO_CATIVO_TO,CONSUMO_CATIVO_MA,CONSUMO_CATIVO_PI,CONSUMO_CATIVO_CE,CONSUMO_CATIVO_RN,CONSUMO_CATIVO_PB,CONSUMO_CATIVO_PE,CONSUMO_CATIVO_AL,CONSUMO_CATIVO_SE,CONSUMO_CATIVO_BA,CONSUMO_CATIVO_MG,CONSUMO_CATIVO_ES,CONSUMO_CATIVO_RJ,CONSUMO_CATIVO_SP,CONSUMO_CATIVO_PR,CONSUMO_CATIVO_SC,CONSUMO_CATIVO_RS,CONSUMO_CATIVO_MS,CONSUMO_CATIVO_MT,CONSUMO_CATIVO_GO,CONSUMO_CATIVO_DF,CONSUMO_CATIVO_Residencial,CONSUMO_CATIVO_Industrial,CONSUMO_CATIVO_Comercial,CONSUMO_CATIVO_Outros,CONSUMIDORES_CATIVO_RO,CONSUMIDORES_CATIVO_AC,CONSUMIDORES_CATIVO_AM,CONSUMIDORES_CATIVO_RR,CONSUMIDORES_CATIVO_PA,CONSUMIDORES_CATIVO_AP,CONSUMIDORES_CATIVO_TO,CONSUMIDORES_CATIVO_MA,CONSUMIDORES_CATIVO_PI,CONSUMIDORES_CATIVO_CE,CONSUMIDORES_CATIVO_RN,CONSUMIDORES_CATIVO_PB,CONSUMIDORES_CATIVO_PE,CONSUMIDORES_CATIVO_AL,CONSUMIDORES_CATIVO_SE,CONSUMIDORES_CATIVO_BA,CONSUMIDORES_CATIVO_MG,CONSUMIDORES_CATIVO_ES,CONSUMIDORES_CATIVO_RJ,CONSUMIDORES_CATIVO_SP,CONSUMIDORES_CATIVO_PR,CONSUMIDORES_CATIVO_SC,CONSUMIDORES_CATIVO_RS,CONSUMIDORES_CATIVO_MS,CONSUMIDORES_CATIVO_MT,CONSUMIDORES_CATIVO_GO,CONSUMIDORES_CATIVO_DF,CONSUMIDORES_CATIVO_Residencial,CONSUMIDORES_CATIVO_Industrial,CONSUMIDORES_CATIVO_Comercial,CONSUMIDORES_CATIVO_Outros,CONSUMO_LIVRE_RO,CONSUMO_LIVRE_AC,CONSUMO_LIVRE_AM,CONSUMO_LIVRE_RR,CONSUMO_LIVRE_PA,CONSUMO_LIVRE_AP,CONSUMO_LIVRE_TO,CONSUMO_LIVRE_MA,CONSUMO_LIVRE_PI,CONSUMO_LIVRE_CE,CONSUMO_LIVRE_RN,CONSUMO_LIVRE_PB,CONSUMO_LIVRE_PE,CONSUMO_LIVRE_AL,CONSUMO_LIVRE_SE,CONSUMO_LIVRE_BA,CONSUMO_LIVRE_MG,CONSUMO_LIVRE_ES,CONSUMO_LIVRE_RJ,CONSUMO_LIVRE_SP,CONSUMO_LIVRE_PR,CONSUMO_LIVRE_SC,CONSUMO_LIVRE_RS,CONSUMO_LIVRE_MS,CONSUMO_LIVRE_MT,CONSUMO_LIVRE_GO,CONSUMO_LIVRE_DF,CONSUMO_LIVRE_Residencial,CONSUMO_LIVRE_Industrial,CONSUMO_LIVRE_Comercial,CONSUMO_LIVRE_Outros,CONSUMIDORES_LIVRE_RO,CONSUMIDORES_LIVRE_AC,CONSUMIDORES_LIVRE_AM,CONSUMIDORES_LIVRE_RR,CONSUMIDORES_LIVRE_PA,CONSUMIDORES_LIVRE_AP,CONSUMIDORES_LIVRE_TO,CONSUMIDORES_LIVRE_MA,CONSUMIDORES_LIVRE_PI,CONSUMIDORES_LIVRE_CE,CONSUMIDORES_LIVRE_RN,CONSUMIDORES_LIVRE_PB,CONSUMIDORES_LIVRE_PE,CONSUMIDORES_LIVRE_AL,CONSUMIDORES_LIVRE_SE,CONSUMIDORES_LIVRE_BA,CONSUMIDORES_LIVRE_MG,CONSUMIDORES_LIVRE_ES,CONSUMIDORES_LIVRE_RJ,CONSUMIDORES_LIVRE_SP,CONSUMIDORES_LIVRE_PR,CONSUMIDORES_LIVRE_SC,CONSUMIDORES_LIVRE_RS,CONSUMIDORES_LIVRE_MS,CONSUMIDORES_LIVRE_MT,CONSUMIDORES_LIVRE_GO,CONSUMIDORES_LIVRE_DF,CONSUMIDORES_LIVRE_Residencial,CONSUMIDORES_LIVRE_Industrial,CONSUMIDORES_LIVRE_Comercial,CONSUMIDORES_LIVRE_Outros
2015-03-01,240103,76442,517260,76847,639059,78495,155285,455444,246457,795988,391045,382047,996460,406603,243036,1892516,2299934,631492,3114578,7960695,2131499,1516756,2268398,421214,556375,848256,475669,11098110.0,5481427.0,7319908.0,5918508.0,582116,241423,877336,145227,2215944,191160,552271,2212228,1153880,3320812,1316159,1524247,3462414,1033874,834342,5635572,8559926,1545956,6994456,17595469,4484908,2748045,4441520,1010793,1277458,2253484,990289,66011656.0,569520.0,5588991.0,5031142.0,2325,1018,0,0,917019,0,4734,230976,6572,112296,74887,67416,201426.863,17336,102040,228166.072,2007620.691,360481,704604.72,3070648,394755,524839,442607,52363,110453,218855.95,49398,0.0,9117743.936,587872.0,197221.36,8,6,0,0,21,0,7,12,3,72,23,27,116,8,19,112,481,57,259,1598,135,268,386,52,88,17,8,0,2345,1382,56
2015-04-01,244841,78036,508045,72466,608389,81307,162055,446789,246759,802910,383637,369516,999903,411789,243328,1861501,2382492,599255,2876589,8019705,2145487,1558838,2146642,415392,561281,910527,500960,10889663.0,5532595.0,7310512.0,5905669.0,583803,243027,881387,145822,2227438,192105,551620,2214533,1155085,3330803,1319520,1530042,3472659,1036014,837007,5648630,8578894,1550672,6992942,17664611,4495317,2756921,4447512,1009598,1285082,2197878,993333,66119519.0,569077.0,5620857.0,5032802.0,2694,987,0,0,883025,0,4270,134579,5092,107148,70769,71909,192564.218,16021,99138,215798.821,2080748.88,346454,659149.14,3250745,424076,477996,483012.6,50095,104310,190282.84,43620,0.0,9114322.489,596209.0,203953.01,8,6,0,0,21,0,7,12,3,72,23,27,116,8,19,111,482,58,259,1600,135,269,383,52,88,17,8,0,2345,1383,56
2015-05-01,238108,74934,509000,67716,637939,79939,160726,470511,255961,837632,401418,372511,1034030,385798,230137,1826435,2260657,563561,2640599,7662926,2009831,1411284,1899405,376023,540525,979391,501299,10541785.0,5367058.0,6800740.0,5718713.0,584199,243203,886762,146077,2234793,192458,555961,2219685,1154042,3334249,1323552,1534501,3479864,1032659,839191,5661552,8589217,1553488,7006683,17707962,4502409,2761977,4451686,1017111,1287032,2789378,996096,66846174.0,567962.0,5620303.0,5051348.0,2510,995,0,0,941285,0,4497,48795,5787,113575,68926,58161,202394.386,15648,92159,242639.36,2046682.628,346205,686225.48,3089595.52,412375,480378,470337.3,47769,99891,209143.46,45747,0.0,8971873.124,562996.0,196852.01,8,6,0,0,21,0,7,12,3,72,23,27,116,8,19,111,482,58,259,1595,135,269,387,52,88,17,8,0,2339,1388,56
2015-06-01,247787,77745,504937,64979,621217,82641,173075,479722,261906,841100,390310,354923,961294,386071,213109,1746281,2249825,543066,2498545,7330452,1989356,1404017,1852089,352742,551844,964359,494806,10112848.0,5328589.0,6540802.0,5655959.0,586189,243587,890108,146394,2241057,192600,558052,2222787,1156532,3340532,1325806,1539154,3484308,1036816,841277,5672674,8599640,1558513,7011897,17753079,4511878,2770691,4455746,1020699,1292002,2799071,999193,66981801.0,560192.0,5645858.0,5062431.0,2189,962,0,0,912454,0,4289,52468,5179,107548,69798,60090,196665.469,14979,92491,209614.086,2068652.641,332832,673001,3056217,405443,456760,460221,46825,103035,203884.73,46321,0.0,8855233.336,531858.0,194827.59,8,6,0,0,21,0,7,12,3,72,23,27,116,8,19,111,486,58,259,1602,134,270,541,52,88,17,8,0,2487,1405,56
2015-07-01,244924,79663,530012,68119,705567,84851,169247,477115,267009,798028,363695,332846,889953,358149,205819,1612555,2232316,523609,2428755,7377747,1981168,1317786,1870581,343638,557024,956737,481349,10110752.0,5154093.0,6316692.0,5676725.0,586530,244116,896874,146811,2249183,193226,559809,2227387,1160437,3344560,1330166,1542006,3492114,1035451,841561,5687402,8617357,1563618,7022549,17714712,4520954,2777543,4455451,1023363,1295507,2804404,1001391,67061963.0,556604.0,5642791.0,5073124.0,2317,894,0,0,942586,0,4697,49897,4395,116315,73095,72167,196778.959,31056,89150,282888.29,2002608.473,357589,672732,2937565,403481,453524,420000,50871,104626,204900.37,45370,0.0,8804746.562,521870.0,192886.53,8,6,0,0,21,0,7,12,3,73,23,27,116,8,19,112,486,59,259,1601,137,270,527,52,88,17,8,0,2492,1391,56
2015-08-01,254042,84692,558743,68717.49,697444,88942,178299,497380,271431,836717,365746,338029,888218,351186,204910,1624291,2370808,530388,2539738,7570141,2017907,1403212,1876084,358219,583387,1003619,491826,10312915.0,5262221.49,6547262.0,5931718.0,588086,244681,907337,147420,2260063,193229,561891,2227823,1162976,3349541,1334101,1545575,3496768,1037422,844818,5699766,8634316,1566315,7031835,17729471,4524425,2785731,4325779,1025570,1295510,2811418,1003066,67063442.0,553228.0,5638868.0,5079395.0,2345,1089,0,0,952916,0,4748,63399,5634,115838,74788,83376,195616.804,32387,89891,300812.309,2032705.165,361776,664865,3014573,419718,473552,458070.5,45525,103874,207086.64,50648,0.0,9029497.498,530163.0,195572.92,8,6,0,0,21,0,7,12,3,73,23,27,116,8,19,112,485,59,259,1598,135,274,539,52,96,17,8,0,2488,1413,56
2015-09-01,272302,85421,571653,77919,730338,93512,191636,516981,285393,835814,378829,352994,920485,362885,218883,1635048,2357190,539845,2491278,7510151,2008673,1354458,1808673,393607,636927,1052220,510540,10436503.0,5149907.0,6622472.0,5984773.0,589216,245200,906591,148455,2275163,194221,563091,2237704,1165905,3356953,1337637,1550721,3504053,1039112,847252,5713064,8649207,1570309,7041257,17782031,4524995,2793023,4437356,1028962,1301749,2816352,1006426,67322607.0,553485.0,5646128.0,5103785.0,2320,1077,0,0,933592,0,4674,55782,3734,107938,68323,82660,190163.898,32421,84256,259201.987,2076503.193,338675,602220.82,3003545,427876.35,446476,447853,47550,102291,227864.55,48909,0.0,8858339.448,538697.0,198870.35,8,6,0,0,23,0,7,12,3,73,23,26,117,8,19,112,486,59,259,1599,136,274,538,52,95,17,8,0,2490,1414,56
2015-10-01,272113,86167,603861,87201,776981,91057,190143,527346,289495,848264,389641,355812,969928,384635,222602,1737164,2479610,607061,2662857,8064958,2072126,1372763,1817705,405403,638048,1106749,541833,11133353.0,5261332.0,7063745.0,6143093.0,588643,245347,908018,149279,2291315,195436,564824,2246043,1166419,3365576,1341842,1554032,3510956,1041565,849081,5729059,8663329,1574078,7050323,17834772,4536975,2800463,4474362,1031300,1303358,2822475,1008651,67528962.0,551088.0,5652597.0,5114874.0,2313,1167,0,0,934100,0,4909,53883,4294,113440,72340,76969,194104.478,37309,92557,274719.059,2025254.34,329838,667284,2977683.6,410522.64,474272,445791.54,54349,106802,260655.05,49884,0.0,8897580.317,567026.0,199834.39,8,6,0,0,23,0,7,12,3,73,23,26,117,9,19,112,486,59,259,1600,135,276,539,53,95,17,8,0,2490,1419,56
2015-11-01,260741,86177,538961,79968,795561,100738,172238,522495,298118,887075,401094,356194,964949,382721,228004,1755256,2554412,610413,2789906,7998643,2080943,1407047,1793184,419501,607263,1073998,541431,11131741.0,5199021.0,7206668.0,6169601.0,589199,244629,905467,149533,2296251,195585,565985,2246329,1170013,3369488,1345128,1556505,3518872,1024027,850506,5740441,8680641,1577860,7054919,17882371,4542642,2807093,4477010,1033227,1305457,2827189,1010420,67624544.0,547841.0,5671964.0,5122438.0,1620,1122,0,0,916285,0,4697,48430,4195,105507,65642,83491,188257.606,30806,85360,256756.34,1979123.724,252633,608918.38,3042783,415048.64,474076,495612.5,47334,98626,249166.88,45544,0.0,8713400.62,584032.0,203602.45,8,6,0,0,23,0,7,12,3,74,23,26,117,9,19,112,484,60,259,1602,136,282,542,53,96,17,8,0,2502,1420,56
2015-12-01,260501,89518,504238,77761,794294,98183,173288,520601,297069,893353,408804,355198,1029585,404926,232992,1833731,2320925,598931,2812739,7967477,2057409,1401733,1873384,395197,596576,964527,524990,11083535.0,5060239.0,7256796.0,6087360.0,589333,245263,898365,149274,2311006,196012,567471,2261590,1173061,3378355,1348508,1559866,3527651,1046518,851962,5755525,8669088,1582396,7075112,17890840,4551762,2812995,4481965,1035266,1296645,2835540,1012027,67746480.0,546066.0,5687275.0,5123575.0,1903,1127,0,0,957489,0,4332,55542,4480,80011,68224,66437,181253.627,29205,85948,255389.577,1907483.042,263332,569179.9,2919315,418292.02,409240,449473.65,49666,95100,226468.89,42378,0.0,8349361.116,595213.0,196695.59,8,8,0,0,23,0,7,12,3,74,23,27,117,10,20,112,481,61,260,1605,138,291,542,53,96,17,8,0,2510,1430,56
2016-01-01,236532,80383,509002,72024,654358,89831,147249,477526,262994,857628,389891,364494,970707,395606,237352,1752614,2357416,553236,3085095,7666891,2009124,1498119,2194221,406961,527217,947996,507228,11830096.0,4324802.0,7149050.0,5947747.0,590160,246666,902305,152811,2309730,196151,569224,2260235,1173872,3388734,1351970,1558369,3528317,1048537,854658,5763001,8712686,1585427,7032693,18018328,4556962,2822280,4487786,1037404,1297477,2828008,1014404,67885189.0,546115.0,5716807.0,5140084.0,1908,1001,0,0,938066,0,4363,50543,2947,104374,71308,65830,178554.202,21878,87068,252591.001,1943853,254028,642634.68,2810847,404244.92,482323,418017.96,41541,95941,275465.96,40163,0.0,8335985.693,611723.0,241782.03,8,7,0,0,49,0,7,12,3,75,23,26,119,10,19,112,481,65,257,1553,145,343,401,55,98,30,8,0,2359,1469,78
2016-02-01,238806,80571,490478,75122,649186.6,86789,159218,479691,237784,811596,375019,345109,940391,378433,232743,1656640,2269599,642885,2896915,7814254,2148692,1579413,2289230,413868,553106,931249,478289,11351945.0,4852439.6,7116453.0,5934239.0,592040,246619,910628,152999,2310728,197736,570557,2270828,1174557,3395639,1355799,1561913,3533794,1065923,857330,5770708,8722181,1590918,7033660,18058320,4563940,2826748,4488792,1039420,1301504,2827472,1017372,68062676.0,546052.0,5687177.0,5142220.0,1505,1010,0,0,921583,0,4530,50622,3481,102629,64665,73702,177425.91,14006,85593,255940.002,2071357,250982,627126.04,2921942,443148.82,502281,472792.62,47738,103128,265732.72,38969,0.0,8673044.202,597883.0,230961.91,8,7,0,0,56,0,7,12,3,75,23,27,121,10,20,116,495,67,261,1642,159,351,405,57,101,34,8,0,2474,1514,77
2016-03-01,248042,86126,504398,82944,624461,88960,187082,477425,262930,842712,390351,362796,1012909,406630,244221,1876837,2257409,672480,2917493,7787326,2066648,1490176,2222130,418034,583691,945579,503064,11316243.0,4902832.0,7171069.0,6172710.0,592825,248278,918975,153075,2263517,198733,572224,2272186,1180922,3399095,1359101,1566001,3544643,1056821,859088,5782557,8714993,1593871,7040607,17969679,4573394,2832275,4495594,1042381,1303947,2832775,1019760,68062707.0,542256.0,5643799.0,5138555.0,1806,1116,0,0,1034064,0,4719,73903,3141,123848,70815,78734,197828.899,20245,87273,267987,2046071,254276,683018.62,2993280,478809.59,527977,496115.98,50837,108910,269868.35,42339,0.0,9060374.589,626957.0,229650.85,9,7,0,0,57,0,7,13,3,75,23,28,121,10,20,117,506,69,264,1664,167,361,415,58,101,34,8,0,2524,1533,80
2016-04-01,241504,82683,485366,77185,629946,87303,174406,479651,256009,851821,399951,357495,1011485,367404,231363,1763640,2461206,635658,3004708,8184409,2142536,1571485,2074221,429033,597839,1060765,533872,11782473.0,4808115.0,7380052.0,6222304.0,591896,249107,922134,153258,2295843,197876,573798,2294603,1182107,3406537,1362502,1566952,3554153,1059106,860326,5794778,8753984,1598399,7042062,18011444,4581333,2838292,4499455,1044648,1304319,2832156,1021080,68237273.0,541366.0,5668939.0,5144570.0,2146,1103,0,0,940455,0,5174,77400,3439,132556,64026,78972,196173.219,13406,87569,239416,2205820,264707,637823.2,3125894,505540.88,539939,523422.13,51866,110948,269739.52,37137,0.0,9206309.169,666414.0,241948.78,9,7,0,0,70,0,8,14,3,80,23,28,128,10,22,118,512,85,268,1729,182,375,421,62,101,34,8,0,2606,1611,80
2016-05-01,238780,81505,485827,72095,671445,89705,191564,509547,276827,860505,394559,352341,997672,380413,229214,1763271,2361834,585601,2676754,7494887,1993296,1400374,1952297,376074,549242,1002848,504364,10932332.0,4683918.0,6719685.0,6156906.0,597709,249984,923049,153605,2365207,198830,553873,2337800,1187659,3405785,1366116,1570491,3563506,1062195,862604,5805998,8785620,1599524,7052732,18033232,4586988,2843828,4499831,1047110,1305808,2832131,1024150,68436309.0,540474.0,5680774.0,5157808.0,2018,1036,0,0,1023140,0,5332,55429,3663,148856,67117,75207,203510.095,34245,82904,289027.63,2176364,271845,651192.16,3084650,494669.48,533419,514200.66,56540,111879,264812.08,40575,0.0,9292332.005,659354.0,239945.1,10,7,0,0,76,0,8,15,3,82,23,29,139,10,28,120,536,98,270,1795,201,397,435,63,108,35,8,0,2706,1708,82
2016-06-01,233735,77968,489546,68886,699577,90332,188325,510768,279941,861133,392798,345265,947993,359264,216584,1732524,2366118,523406,2368219,7151537,1885226,1310509,1867330,330348,544151,995028,507560,10613953.0,4554371.0,6205737.0,5970010.0,600330,250524,924710,153790,2369133,198374,555515,2323484,1192141,3401887,1369644,1572749,3572726,1089335,864051,5818734,8800330,1602638,7057107,18061713,4591425,2847781,4500726,1047671,1307973,2838922,1025923,68550599.0,539492.0,5688069.0,5161176.0,2462,950,0,0,962002,0,5043,52890,3595,199726,62905,79051,196546.025,20367,86927,256026.847,2275505,230752,655968.86,3080083,510651.1,554869,542853.81,58379,106634,268349.59,33838,0.0,9367559.732,642197.0,236617.5,10,8,0,0,81,0,8,16,3,96,23,31,146,10,33,128,570,109,291,1870,245,449,479,70,122,38,10,0,2887,1864,95
2016-07-01,236174,78740,511318,66836,715168,92213,173871,502502,268775,825010,381804,339219,904035,356595,211634,1627353,2198252,490433,2241713,7142549,1857641,1301949,1857101,324225,547652,991648,483628,10380620.0,4455052.0,6016887.0,5875479.0,601357,251210,926258,154446,2407129,197453,558233,2337128,1190810,3399524,1373227,1575669,3579057,1104920,865388,5825744,8814818,1604887,7056954,18110039,4594116,2850434,4502193,1049381,1311186,2848332,1026980,68711532.0,538105.0,5698277.0,5168959.0,3976,1653,0,0,1015765,0,5143,58356,3852,220497,73387,90092,209864.254,37789,90046,270232.846,2204737,268055,689104.38,3154144,535466,585626,559171.89,60209,112184,282737.6,38488,0.0,9670500.14,669176.0,230899.83,12,8,1,0,85,0,9,16,6,109,34,34,155,10,33,137,608,122,302,1980,325,509,516,72,129,51,11,0,3118,2053,103
2016-08-01,254059,87411,499213,85097,710548,94404,181362,487324,288073,834786,389519,338397,894113,366762,214597,1687344,2242508,489010,2359648,7045472,1811461,1261472,1784902,353539,584678,963399,487170,10427772.0,4343360.0,5997624.0,6027512.0,602500,252657,929842,154719,2387511,200014,559722,2343318,1210004,3399908,1376432,1578666,3587947,1109635,866903,5835410,8817819,1607553,7058556,18152444,4597070,2857098,4506676,1050587,1314097,2857685,1030057,68828663.0,537249.0,5702308.0,5176610.0,3733,1569,21,0,1009973,0,5225,80865,4077,183867,72930,76985,229240.096,35649,88373,252491,2307329,257918,731760.76,3264265,572558.8,626837,582141.76,62527,117701,314577.07,41481,0.0,9918302.176,751939.0,253853.31,12,9,4,0,89,0,10,22,6,117,37,36,160,10,34,148,645,139,312,2125,403,551,538,78,144,60,12,0,3321,2269,111
2016-09-01,241792,82223,462803,75884,722332,99946,190487,536160,299408,852476,400471,351119,900112,367586,217302,1692689,2373036,526730,2469092,7261191,1786077,1277623,1741443,358198,577604,1009014,521809,10890071.0,4178774.0,6184288.0,6141474.0,604891,252905,937232,155214,2404677,198908,560279,2340032,1218711,3405974,1378421,1580799,3589763,1113574,868770,5840286,8827925,1609764,7085196,18139370,4599762,2859952,4510042,1053272,1317971,2861174,1031849,68916120.0,535352.0,5706559.0,5188682.0,4177,1911,45039,0,987339,0,5228,78960,3587,159984,70708,88549,222119.833,36280,90843,262963,2342789,270866,683965,3311706,597938.4,615320,591422.25,58690,111219,304823.24,37711,0.0,9913095.893,814104.0,256937.83,14,13,15,0,90,0,10,26,6,131,43,37,166,13,36,165,672,155,326,2282,472,609,576,87,148,73,13,0,3589,2470,119
2016-10-01,248511,85228,481998,79239,712334,98303,179119,518037,291822,850919,406490,344999,948662,383813,220604,1705504,2355824,522131,2507434,7113963,1767176,1222843,1676103,368195,568296,983993,509060,10855564.0,4036987.0,6144796.0,6113253.0,606258,253050,939922,155253,2416123,199106,562553,2345971,1221032,3409297,1380927,1581913,3592785,1114392,869349,5841863,8800776,1612189,7096460,18147936,4605938,2865287,4511532,1054346,1320782,2855102,1033059,68967040.0,534272.0,5699018.0,5192871.0,4701,2077,34976,0,1014466,0,5578,67501,4216,147102,71596,91771,234070.619,28864,88876,284055,2262977,284529,727986.9,3372723,604640.59,633463,573542.74,67612,117760,320451.24,37062,0.0,9935955.979,886413.0,260228.11,15,14,15,0,94,0,10,27,6,141,48,42,179,13,38,173,698,169,346,2515,538,636,617,92,160,87,13,0,3862,2696,128
2016-11-01,246671,84542,476820,79741,711620,102870,178010,526872,315341,854019,412911,358928,974143,390015,234568,1726668,2320953,511162,2586826,7195329,1820791,1277279,1716489,387478,549797,947917,501829,11133955.0,3906544.0,6360976.0,6088114.0,607423,254370,942638,155551,2425280,199538,564108,2350527,1223984,3410390,1383401,1584516,3601050,1117321,870576,5844575,8846902,1614191,7106243,18208303,4609973,2870752,4513313,1057041,1324926,2859147,1034213,69144246.0,532944.0,5705943.0,5197119.0,6572,3769,68720,0,986816,0,6451,82358,3605,150621,73897,84720,227086.802,30764,94051,285460,2298296,281708,675293.46,3491911,668247.428,641124,589195.68,67549,118200,323664.52,37580,0.0,10045104.5,974175.0,278380.39,17,16,38,0,110,0,11,35,8,150,50,44,184,12,40,180,748,194,372,2731,587,676,662,100,165,98,16,0,4162,2939,143
2016-12-01,236409,86783,388861,80047,741410,93740,163401,516880,295538,874355,421762,356546,1004119,406286,232717,1754685,2185893,508185,2733165,7269645,1769486,1268085,1997749,387614,521184,854657,510710,11357061.0,3769065.0,6445494.0,6088292.0,609081,254200,945179,155846,2443345,200066,566126,2358767,1227335,3416833,1386854,1587285,3601674,1118358,871516,5855264,8851603,1619474,7133360,18212897,4614941,2876384,4536173,1058806,1328112,2859183,1035951,69277400.0,531455.0,5712916.0,5202842.0,8352,2887,54790,0,1032689,0,7190,72376,5666,128122,69656,86064,234286.516,28206,91107,289453.909,2217070,285826,636811.88,3431773,724306.793,604202,586204.19,69088,109047,321319.31,36741,0.0,9775181.258,1080545.0,277508.34,18,16,52,0,118,0,15,43,9,154,52,45,187,14,41,188,792,213,388,2977,653,713,717,107,169,108,16,0,4381,3275,149
2017-01-01,225563,83356,394850,73265,614729,85158,158132,459849,275201,783682,398800,360436,927535,381492,230323,1732562,2243396,576577,2902820.18,7257070,1809462,1444607,2129524,403061,508604,913755,489899,11905635.0,3203852.0,6561836.0,6192385.18,611973,255353,947600,156395,2451942,200062,567527,2363857,1232939,3424009,1389834,1588060,3610543,1122430,873743,5861851,8867171,1624140,7128331,18229760,4621461,2885819,4538142,1060874,1327765,2809851,1036830,69338019.0,528115.0,5708496.0,5213632.0,7986,2705,77427,0,1035890,0,7002,74149,4291,159880,74920,90604,255292.019,46395,94609,348385.866,2201122.54,286652,805344.54,3413175,708182.2,661753,583454.82,76847,119723,353101.53,38326,0.0,9987429.395,1216617.0,323171.12,20,17,83,0,125,0,15,45,10,170,55,51,197,14,44,211,853,217,561,3109,700,735,767,111,172,138,20,0,4661,3601,178
2017-02-01,216866,77314,375619,68655,578131,77343,148206,446054,250466,755903,386259,331163,931678,371842,223226,1610534,2219835,547416,2834639,7059444,1826278,1523084,2093812,387637,544290,866546.507,481209,11369318.0,3416713.0,6453411.0,5994007.507,611345,255311,949828,156691,2443614,200385,569462,2366608,1235488,3427977,1392700,1591565,3616827,1123401,875242,5868018,8869284,1620457,7102742,18330756,4625403,2889996,4535732,1061522,1330296,2810291,1038811,69453616.0,526812.0,5706180.0,5213144.0,8537,2593,67331,0,929091,0,6474,63097,3816,148169.395,74505,85146,241144.067,21317,88189,317364,2308698.42,297044,752511.72,3564319,794880.57,669860,638442.24,80525,113175,329691.17,36846,350.0,10073984.012,1230242.0,338190.57,21,17,83,0,134,0,15,46,9,176,56,51,197,15,44,217,884,225,613,3280,804,760,785,116,174,147,32,1,4833,3864,203
2017-03-01,236059,82644,382788,78491,597356,78699,169825,434919,261825,742205,392028,366479,989923,408647,241150,1720407,2255768,603002,2957413,7521836,1878245,1536711,2198768,418820,577869,849179.289,461083,12148596.0,3404489.0,6695793.0,6193261.289,614692,255779,954088,156958,2474571,200853,570905,2377726,1238849,3436439,1396030,1595173,3624864,1128912,876993,5870232,8892298,1630011,7133127,18310818,4638731,2898974,4553505,1066900,1335660,2810620,1041798,69627819.0,525902.0,5713615.0,5218170.0,10085,2948,93733,0,1054205,0,8631,103077,4172,168899,82998,96477,264619.978,45377,91265,382774.251,2188766.72,270489,840502.24,3534914,827686.56,746138,687260.74,94311,128443,381653.86,36626,357.0,10532250.839,1268799.0,344645.51,23,18,109,0,142,0,18,48,12,191,56,52,202,15,46,221,918,228,645,3404,833,775,799,120,178,154,36,1,4962,4066,214
2017-04-01,225234,81542,369386,70774,628558,79393,160507,460820,254565,761006,390363,342665,938317,396111,229178,1672093,2282285,541675,2524006,7225371,1773246,1344982,1908114,394705,573548,939180.787,494233,11135086.0,3441525.0,6371524.0,6113722.787,616134,255964,957231,157599,2476012,201142,571033,2379017,1239963,3442616,1398850,1597843,3628133,1138836,878551,5875711,8900206,1630110,7131169,18303849,4641658,2902598,4551463,1068164,1338659,2821348,1043842,69687290.0,524735.0,5711514.0,5224162.0,8958,2868,86244,0,993383,0,14202,76002,3150,155058,75906,94950,262661.819,17840,91076,346765.278,2363580.92,307024,761937.4,3871718,912255.42,671244,695106.44,79138,124830,355075.74,36348,394.0,10740517.777,1325928.0,340482.24,23,19,115,0,146,0,19,49,12,196,57,52,205,18,47,223,932,237,665,3508,874,787,812,122,181,162,37,1,5079,4212,206
2017-05-01,250279,85635,395242,75224,668872,90378,181749,468461,284490,785553,392263,351785,932686,385423,223005,1720229,2217860,520913,2376860,6958251,1603324,1171468,1722764,360849,572117,905106.745,487826,10938716.0,3250072.0,6001103.0,5998721.745,618903,257327,958657,157964,2514685,201194,571592,2389966,1243247,3447975,1401678,1601443,3635963,1140622,881599,5882588,8907523,1634846,7139829,18368152,4647462,2909157,4566743,1071875,1342212,2832411,1046494,69887798.0,524918.0,5721369.0,5238022.0,10402,3181,94243,0,1066906,0,12342,75012,3951,167644,87808,83947,266265.746,15698,89514,345216.918,2203051,291156,757381.02,3559787,845697.05,722739,656510.07,79504,137313,393574.62,37350,343.0,10415088.614,1247386.0,343375.81,25,19,120,0,155,0,19,57,14,209,57,53,209,18,48,230,966,242,693,3579,901,793,818,124,187,172,37,1,5175,4349,220
