Data,Categoria,CONSUMO,CONSUMIDORES,Tipo_consumidor
2006-05-31,CHV,"6054723,261","880,0",LIVRE
2006-05-31,Comercial,"83717,85","81,0",LIVRE
2006-05-31,Industrial,"7437712,773","761,0",LIVRE
2006-05-31,Outros,"154294,437","38,0",LIVRE
2006-05-31,Residencial,"0,0","0,0",LIVRE
2006-05-31,SHV,"1621001,799","83,0",LIVRE
2006-06-30,CHV,"16349376,561999999","57924467,0",CATIVO
2006-06-30,Comercial,"4225565,464","4365959,0",CATIVO
2006-06-30,Industrial,"6046362,36","509097,0",CATIVO
2006-06-30,Outros,"4034714,875","3560647,0",CATIVO
2006-06-30,Residencial,"6963614,779","49488764,0",CATIVO
2006-06-30,SHV,"4920880,916","17106459,0",CATIVO
2006-06-30,CHV,"6179427,713","908,0",LIVRE
2006-06-30,Comercial,"94024,798","82,0",LIVRE
2006-06-30,Industrial,"7522304,069","787,0",LIVRE
2006-06-30,Outros,"173658,955","39,0",LIVRE
2006-06-30,Residencial,"0,0","0,0",LIVRE
2006-06-30,SHV,"1610560,1090000002","87,0",LIVRE
2006-07-31,CHV,"16205713,979","58065641,0",CATIVO
2006-07-31,Comercial,"4134153,603","4365118,0",CATIVO
2006-07-31,Industrial,"6005044,671","510799,0",CATIVO
2006-07-31,Outros,"4087413,263","3570192,0",CATIVO
2006-07-31,Residencial,"6892915,368","49619532,0",CATIVO
2006-07-31,SHV,"4913812,926","17159693,0",CATIVO
2006-07-31,CHV,"6293205,795000001","908,0",LIVRE
2006-07-31,Comercial,"96360,988","85,0",LIVRE
2006-07-31,Industrial,"7691506,424","784,0",LIVRE
2006-07-31,Outros,"164614,84","39,0",LIVRE
2006-07-31,Residencial,"0,0","0,0",LIVRE
2006-07-31,SHV,"1659276,457","88,0",LIVRE
2006-08-31,CHV,"16555909,938","58259189,0",CATIVO
2006-08-31,Comercial,"4309463,21","4373746,0",CATIVO
2006-08-31,Industrial,"6212500,404","509605,0",CATIVO
2006-08-31,Outros,"4202194,402","3599921,0",CATIVO
2006-08-31,Residencial,"6939971,547","49775917,0",CATIVO
2006-08-31,SHV,"5108219,625","17229002,0",CATIVO
2006-08-31,CHV,"6538983,279999999","928,0",LIVRE
2006-08-31,Comercial,"98762,253","86,0",LIVRE
2006-08-31,Industrial,"7951539,859","803,0",LIVRE
2006-08-31,Outros,"171804,026","39,0",LIVRE
2006-08-31,Residencial,"0,0","0,0",LIVRE
2006-08-31,SHV,"1683122,858","88,0",LIVRE
2006-09-30,CHV,"16766303,194","58452658,0",CATIVO
2006-09-30,Comercial,"4410721,599","4382204,0",CATIVO
2006-09-30,Industrial,"6116687,084","509961,0",CATIVO
2006-09-30,Outros,"4306839,33","3629855,0",CATIVO
2006-09-30,Residencial,"7128370,581","49930638,0",CATIVO
2006-09-30,SHV,"5196315,4","17314052,0",CATIVO
2006-09-30,CHV,"6341906,427999998","939,0",LIVRE
2006-09-30,Comercial,"101292,18","87,0",LIVRE
2006-09-30,Industrial,"7708795,131","813,0",LIVRE
2006-09-30,Outros,"172771,16","39,0",LIVRE
2006-09-30,Residencial,"0,0","0,0",LIVRE
2006-09-30,SHV,"1640952,0430000003","89,0",LIVRE
2006-10-31,CHV,"16691015,404000001","58578095,0",CATIVO
2006-10-31,Comercial,"4480740,602","4415790,0",CATIVO
2006-10-31,Industrial,"6149382,454","513017,0",CATIVO
2006-10-31,Outros,"4215553,741","3656020,0",CATIVO
2006-10-31,Residencial,"7182235,971","49993268,0",CATIVO
2006-10-31,SHV,"5336897,364","17389166,0",CATIVO
